#Data tag : 19v3 , Norm tag: None
#run:fill,ls,time,hltpath,delivered(/ub),recorded(/ub),avgpu,source
320920:7031,140:140,08/06/18 22:50:15,HLT_Mu7_IP4_part2_v2,27925.654991275,27408.021364170,16.8,HFOC
320920:7031,141:141,08/06/18 22:50:38,HLT_Mu7_IP4_part2_v2,27904.826814439,27386.456873225,16.7,HFOC
320920:7031,142:142,08/06/18 22:51:01,HLT_Mu7_IP4_part2_v2,27856.823697710,27341.623554715,16.7,HFOC
320920:7031,143:143,08/06/18 22:51:25,HLT_Mu7_IP4_part2_v2,27808.463772543,27294.125378722,16.7,HFOC
320920:7031,144:144,08/06/18 22:51:48,HLT_Mu7_IP4_part2_v2,27805.782277534,27291.325366215,16.7,HFOC
320920:7031,145:145,08/06/18 22:52:11,HLT_Mu7_IP4_part2_v2,27809.486537570,27295.262045050,16.7,HFOC
320920:7031,146:146,08/06/18 22:52:35,HLT_Mu7_IP4_part2_v2,27799.211069163,27284.635273825,16.7,HFOC
320920:7031,147:147,08/06/18 22:52:58,HLT_Mu7_IP4_part2_v2,27768.142170505,27255.007368315,16.7,HFOC
320920:7031,148:148,08/06/18 22:53:21,HLT_Mu7_IP4_part2_v2,27765.584881830,27251.101310607,16.7,HFOC
320920:7031,149:149,08/06/18 22:53:45,HLT_Mu7_IP4_part2_v2,27678.818526608,27168.549459659,16.6,HFOC
320920:7031,150:150,08/06/18 22:54:08,HLT_Mu7_IP4_part2_v2,27674.004499344,27163.005888096,16.6,HFOC
320920:7031,151:151,08/06/18 22:54:31,HLT_Mu7_IP4_part2_v2,27680.731643354,27169.901677990,16.6,HFOC
320920:7031,152:152,08/06/18 22:54:55,HLT_Mu7_IP4_part2_v2,27670.124718303,27160.191464137,16.6,HFOC
320920:7031,153:153,08/06/18 22:55:18,HLT_Mu7_IP4_part2_v2,27638.269806201,26735.738899640,16.6,HFOC
320920:7031,154:154,08/06/18 22:55:41,HLT_Mu7_IP4_part2_v2,27646.218767962,27136.243374030,16.6,HFOC
320920:7031,155:155,08/06/18 22:56:04,HLT_Mu7_IP4_part2_v2,15098.158611622,14892.100286626,9.1,HFOC
320920:7031,156:156,08/06/18 22:56:28,HLT_Mu7_IP4_part2_v2,6225.923782334,6166.069438316,3.7,HFOC
320920:7031,157:157,08/06/18 22:56:51,HLT_Mu7_IP4_part2_v2,17839.392301034,17588.399686618,10.7,HFOC
320920:7031,158:158,08/06/18 22:57:14,HLT_Mu7_IP4_part2_v2,26117.044907199,25654.422434311,15.7,HFOC
320920:7031,159:159,08/06/18 22:57:38,HLT_Mu7_IP4_part2_v2,23389.775868840,22998.141367785,14.0,HFOC
320920:7031,160:160,08/06/18 22:58:01,HLT_Mu7_IP4_part2_v2,12279.765521373,12131.447382066,7.4,HFOC
320920:7031,161:161,08/06/18 22:58:24,HLT_Mu7_IP4_part2_v2,4238.176268830,4200.118958965,2.5,HFOC
320920:7031,162:162,08/06/18 22:58:48,HLT_Mu7_IP4_part2_v2,19072.392270743,18788.311257485,11.4,HFOC
320920:7031,163:163,08/06/18 22:59:11,HLT_Mu7_IP4_part2_v2,6130.875372692,6072.181933913,3.7,HFOC
320920:7031,164:164,08/06/18 22:59:34,HLT_Mu7_IP4_part2_v2,14283.341911327,14102.892797090,8.6,HFOC
320920:7031,165:165,08/06/18 22:59:58,HLT_Mu7_IP4_part2_v2,24938.739586450,24509.942374287,15.0,HFOC
320920:7031,166:166,08/06/18 23:00:21,HLT_Mu7_IP4_part2_v2,25674.802783778,25222.816263928,15.4,HFOC
320920:7031,167:167,08/06/18 23:00:44,HLT_Mu7_IP4_part2_v2,16221.673353086,15997.990947279,9.7,HFOC
320920:7031,168:168,08/06/18 23:01:07,HLT_Mu7_IP4_part2_v2,6987.254348940,6809.579231218,4.2,HFOC
320920:7031,169:169,08/06/18 23:01:31,HLT_Mu7_IP4_part2_v2,21042.211504845,20717.767453302,12.6,HFOC
320920:7031,170:170,08/06/18 23:01:54,HLT_Mu7_IP4_part2_v2,27361.370227609,26858.417651652,16.4,HFOC
320920:7031,171:171,08/06/18 23:02:17,HLT_Mu7_IP4_part2_v2,27350.732174503,26465.586008689,16.4,HFOC
320920:7031,172:172,08/06/18 23:02:41,HLT_Mu7_IP4_part2_v2,27333.838006214,26832.815917026,16.4,HFOC
320920:7031,173:173,08/06/18 23:03:04,HLT_Mu7_IP4_part2_v2,27321.081708741,26821.361720759,16.4,HFOC
320920:7031,174:174,08/06/18 23:03:27,HLT_Mu7_IP4_part2_v2,27310.357377082,26810.840153064,16.4,HFOC
320920:7031,175:175,08/06/18 23:03:51,HLT_Mu7_IP4_part2_v2,27297.108838649,26797.923825012,16.4,HFOC
320920:7031,176:176,08/06/18 23:04:14,HLT_Mu7_IP4_part2_v2,27287.067678068,26788.627637714,16.4,HFOC
320920:7031,177:177,08/06/18 23:04:37,HLT_Mu7_IP4_part2_v2,27270.270461146,26772.592115770,16.4,HFOC
320920:7031,178:178,08/06/18 23:05:01,HLT_Mu7_IP4_part2_v2,27248.829441517,26752.390293359,16.4,HFOC
320941:7033,4:4,08/07/18 12:40:52,HLT_Mu7_IP4_part2_v2,38466.966943641,37554.952239564,23.1,HFOC
320941:7033,5:5,08/07/18 12:41:15,HLT_Mu7_IP4_part2_v2,38458.043316429,37543.335562313,23.1,HFOC
320941:7033,6:6,08/07/18 12:41:38,HLT_Mu7_IP4_part2_v2,38426.387545887,37515.166017812,23.1,HFOC
320941:7033,7:7,08/07/18 12:42:02,HLT_Mu7_IP4_part2_v2,38394.429548525,37485.948120251,23.0,HFOC
320941:7033,8:8,08/07/18 12:42:25,HLT_Mu7_IP4_part2_v2,38363.878071651,37453.581123683,23.0,HFOC
320941:7033,9:9,08/07/18 12:42:48,HLT_Mu7_IP4_part2_v2,38319.981513526,36877.634461748,23.0,HFOC
320941:7033,10:10,08/07/18 12:43:12,HLT_Mu7_IP4_part2_v2,38272.786032973,37366.678665644,23.0,HFOC
320941:7033,11:11,08/07/18 12:43:35,HLT_Mu7_IP4_part2_v2,38240.713215717,37338.501445484,22.9,HFOC
320941:7033,12:12,08/07/18 12:43:58,HLT_Mu7_IP4_part2_v2,38278.725148405,37374.545678398,23.0,HFOC
320941:7033,13:13,08/07/18 12:44:22,HLT_Mu7_IP4_part2_v2,38247.030209783,37342.481672809,22.9,HFOC
320941:7033,14:14,08/07/18 12:44:45,HLT_Mu7_IP4_part2_v2,38213.066132206,37254.634972982,22.9,HFOC
320941:7033,15:15,08/07/18 12:45:08,HLT_Mu7_IP4_part2_v2,38135.502904170,37237.510200374,22.9,HFOC
320941:7033,16:16,08/07/18 12:45:32,HLT_Mu7_IP4_part2_v2,38111.991728986,37213.847580860,22.9,HFOC
320941:7033,17:17,08/07/18 12:45:55,HLT_Mu7_IP4_part2_v2,38082.787762480,37183.993603531,22.9,HFOC
320941:7033,18:18,08/07/18 12:46:18,HLT_Mu7_IP4_part2_v2,38204.844885565,36746.336421575,22.9,HFOC
320941:7033,19:19,08/07/18 12:46:42,HLT_Mu7_IP4_part2_v2,38206.620982159,37304.879661104,22.9,HFOC
320941:7033,20:20,08/07/18 12:47:05,HLT_Mu7_IP4_part2_v2,38137.537694046,37236.815931024,22.9,HFOC
320941:7033,21:21,08/07/18 12:47:28,HLT_Mu7_IP4_part2_v2,38006.964350575,37109.396023231,22.8,HFOC
320941:7033,22:22,08/07/18 12:47:51,HLT_Mu7_IP4_part2_v2,37934.738755172,37045.970047503,22.8,HFOC
320941:7033,23:23,08/07/18 12:48:15,HLT_Mu7_IP4_part2_v2,38032.330448393,37134.911440214,22.8,HFOC
320941:7033,24:24,08/07/18 12:48:38,HLT_Mu7_IP4_part2_v2,38077.868620977,37180.597421993,22.8,HFOC
320941:7033,25:25,08/07/18 12:49:01,HLT_Mu7_IP4_part2_v2,37962.737994940,37069.113174840,22.8,HFOC
320941:7033,26:26,08/07/18 12:49:25,HLT_Mu7_IP4_part2_v2,37907.560719449,37016.902337708,22.7,HFOC
320941:7033,27:27,08/07/18 12:49:48,HLT_Mu7_IP4_part2_v2,37832.085235492,36371.350970785,22.7,HFOC
320941:7033,28:28,08/07/18 12:50:11,HLT_Mu7_IP4_part2_v2,37783.308890561,36893.567016470,22.7,HFOC
320941:7033,29:29,08/07/18 12:50:35,HLT_Mu7_IP4_part2_v2,37737.864985376,36851.920489067,22.6,HFOC
320941:7033,30:30,08/07/18 12:50:58,HLT_Mu7_IP4_part2_v2,37708.617130826,36826.317543915,22.6,HFOC
320941:7033,31:31,08/07/18 12:51:21,HLT_Mu7_IP4_part2_v2,37712.497427470,36831.978872159,22.6,HFOC
320941:7033,32:32,08/07/18 12:51:45,HLT_Mu7_IP4_part2_v2,37688.932109721,36282.173271237,22.6,HFOC
320941:7033,33:33,08/07/18 12:52:08,HLT_Mu7_IP4_part2_v2,11113.855851972,10977.103523286,6.7,HFOC
320941:7033,34:34,08/07/18 12:52:31,HLT_Mu7_IP4_part2_v2,10935.034084589,10811.323157141,6.6,HFOC
320941:7033,35:35,08/07/18 12:52:54,HLT_Mu7_IP4_part2_v2,25401.702372946,24960.302274365,15.2,HFOC
320941:7033,36:36,08/07/18 12:53:18,HLT_Mu7_IP4_part2_v2,36247.671521406,35375.344337976,21.7,HFOC
320941:7033,37:37,08/07/18 12:53:41,HLT_Mu7_IP4_part2_v2,30451.426490896,29844.442226241,18.3,HFOC
320941:7033,38:38,08/07/18 12:54:04,HLT_Mu7_IP4_part2_v2,15931.031491649,15714.247240489,9.6,HFOC
320941:7033,39:39,08/07/18 12:54:28,HLT_Mu7_IP4_part2_v2,7795.065320971,7716.700484760,4.7,HFOC
320941:7033,40:40,08/07/18 12:54:51,HLT_Mu7_IP4_part2_v2,21835.588732382,21468.365814742,13.1,HFOC
320941:7033,41:41,08/07/18 12:55:14,HLT_Mu7_IP4_part2_v2,9422.979467870,9316.557468518,5.7,HFOC
320941:7033,42:42,08/07/18 12:55:38,HLT_Mu7_IP4_part2_v2,23792.807186736,23400.228723292,14.3,HFOC
320941:7033,43:43,08/07/18 12:56:01,HLT_Mu7_IP4_part2_v2,34950.405447083,34182.565730051,21.0,HFOC
320941:7033,44:44,08/07/18 12:56:24,HLT_Mu7_IP4_part2_v2,33540.126143783,32820.660318966,20.1,HFOC
320941:7033,45:45,08/07/18 12:56:48,HLT_Mu7_IP4_part2_v2,19762.326207838,19462.923052849,11.9,HFOC
320941:7033,46:46,08/07/18 12:57:11,HLT_Mu7_IP4_part2_v2,8451.958053016,8362.523151760,5.1,HFOC
320941:7033,47:47,08/07/18 12:57:34,HLT_Mu7_IP4_part2_v2,35355.453981740,34574.871531101,21.2,HFOC
320941:7033,48:48,08/07/18 12:57:58,HLT_Mu7_IP4_part2_v2,37288.723993312,36425.417580877,22.4,HFOC
320941:7033,49:49,08/07/18 12:58:21,HLT_Mu7_IP4_part2_v2,37268.363583725,36405.863634188,22.4,HFOC
320941:7033,50:50,08/07/18 12:58:44,HLT_Mu7_IP4_part2_v2,37284.817450051,35899.923613220,22.4,HFOC
320941:7033,51:51,08/07/18 12:59:07,HLT_Mu7_IP4_part2_v2,37254.845874318,36394.804718114,22.4,HFOC
320941:7033,52:52,08/07/18 12:59:31,HLT_Mu7_IP4_part2_v2,37231.486610956,36369.716010885,22.3,HFOC
320941:7033,53:53,08/07/18 12:59:54,HLT_Mu7_IP4_part2_v2,37218.411308292,36356.912015001,22.3,HFOC
320941:7033,54:54,08/07/18 13:00:17,HLT_Mu7_IP4_part2_v2,37197.438121389,36336.500886643,22.3,HFOC
320941:7033,55:55,08/07/18 13:00:41,HLT_Mu7_IP4_part2_v2,37159.404197712,36302.607886957,22.3,HFOC
320941:7033,56:56,08/07/18 13:01:04,HLT_Mu7_IP4_part2_v2,37044.496080881,36192.972993985,22.2,HFOC
320941:7033,57:57,08/07/18 13:01:27,HLT_Mu7_IP4_part2_v2,37035.584689250,36181.324670476,22.2,HFOC
320941:7033,58:58,08/07/18 13:01:51,HLT_Mu7_IP4_part2_v2,37001.996289600,36153.343479050,22.2,HFOC
320941:7033,59:59,08/07/18 13:02:14,HLT_Mu7_IP4_part2_v2,36990.972546387,36139.676249801,22.2,HFOC
320941:7033,60:60,08/07/18 13:02:37,HLT_Mu7_IP4_part2_v2,36977.998950896,36128.896346192,22.2,HFOC
320941:7033,61:61,08/07/18 13:03:01,HLT_Mu7_IP4_part2_v2,36953.105684010,36101.811814933,22.2,HFOC
320941:7033,62:62,08/07/18 13:03:24,HLT_Mu7_IP4_part2_v2,36925.291763429,36078.307470673,22.2,HFOC
320941:7033,63:63,08/07/18 13:03:47,HLT_Mu7_IP4_part2_v2,36909.288264393,36059.178404279,22.1,HFOC
320941:7033,64:64,08/07/18 13:04:11,HLT_Mu7_IP4_part2_v2,36890.519023947,36044.256899598,22.1,HFOC
320941:7033,65:65,08/07/18 13:04:34,HLT_Mu7_IP4_part2_v2,36882.482255452,36037.558066579,22.1,HFOC
320941:7033,66:66,08/07/18 13:04:57,HLT_Mu7_IP4_part2_v2,36861.065082048,35962.653770882,22.1,HFOC
320941:7033,67:67,08/07/18 13:05:20,HLT_Mu7_IP4_part2_v2,36835.688167225,35991.370580977,22.1,HFOC
320941:7033,68:68,08/07/18 13:05:44,HLT_Mu7_IP4_part2_v2,36793.231843360,35952.327312700,22.1,HFOC
320941:7033,69:69,08/07/18 13:06:07,HLT_Mu7_IP4_part2_v2,36771.524383190,35930.150574109,22.1,HFOC
320941:7033,70:70,08/07/18 13:06:30,HLT_Mu7_IP4_part2_v2,36751.247155031,35910.809638751,22.1,HFOC
320941:7033,71:71,08/07/18 13:06:54,HLT_Mu7_IP4_part2_v2,36703.731670861,35866.948104219,22.0,HFOC
320941:7033,72:72,08/07/18 13:07:17,HLT_Mu7_IP4_part2_v2,36699.561907838,35858.777109803,22.0,HFOC
320941:7033,73:73,08/07/18 13:07:40,HLT_Mu7_IP4_part2_v2,36680.517778486,35330.466745702,22.0,HFOC
320941:7033,74:74,08/07/18 13:08:04,HLT_Mu7_IP4_part2_v2,36657.774951748,35820.408840054,22.0,HFOC
320941:7033,75:75,08/07/18 13:08:27,HLT_Mu7_IP4_part2_v2,36619.244102808,35784.368767688,22.0,HFOC
320941:7033,76:76,08/07/18 13:08:50,HLT_Mu7_IP4_part2_v2,36599.492421307,35766.974637249,22.0,HFOC
320941:7033,77:77,08/07/18 13:09:14,HLT_Mu7_IP4_part2_v2,36469.232938568,35641.737472923,21.9,HFOC
320941:7033,78:78,08/07/18 13:09:37,HLT_Mu7_IP4_part2_v2,36467.711511917,35642.062101369,21.9,HFOC
320941:7033,79:79,08/07/18 13:10:00,HLT_Mu7_IP4_part2_v2,36526.774696212,35682.849646973,21.9,HFOC
320941:7033,80:80,08/07/18 13:10:24,HLT_Mu7_IP4_part2_v2,36484.171785292,35655.774402932,21.9,HFOC
320941:7033,81:81,08/07/18 13:10:47,HLT_Mu7_IP4_part2_v2,36509.304130567,35171.472815988,21.9,HFOC
320941:7033,82:82,08/07/18 13:11:10,HLT_Mu7_IP4_part2_v2,36450.916732142,35624.324104928,21.9,HFOC
320941:7033,83:83,08/07/18 13:11:33,HLT_Mu7_IP4_part2_v2,36452.728121517,35624.836105943,21.9,HFOC
320941:7033,84:84,08/07/18 13:11:57,HLT_Mu7_IP4_part2_v2,36427.152790828,35600.494364638,21.9,HFOC
320941:7033,85:85,08/07/18 13:12:20,HLT_Mu7_IP4_part2_v2,36426.366047258,35599.316589049,21.9,HFOC
320941:7033,86:86,08/07/18 13:12:43,HLT_Mu7_IP4_part2_v2,36393.521746067,35570.289766443,21.8,HFOC
320941:7033,87:87,08/07/18 13:13:07,HLT_Mu7_IP4_part2_v2,36373.612867612,35550.169232818,21.8,HFOC
320941:7033,88:88,08/07/18 13:13:30,HLT_Mu7_IP4_part2_v2,36357.305169762,35533.389917568,21.8,HFOC
320941:7033,89:89,08/07/18 13:13:53,HLT_Mu7_IP4_part2_v2,36330.247605347,35507.694033352,21.8,HFOC
320941:7033,90:90,08/07/18 13:14:17,HLT_Mu7_IP4_part2_v2,36310.590589060,35490.326105149,21.8,HFOC
320941:7033,91:91,08/07/18 13:14:40,HLT_Mu7_IP4_part2_v2,36296.151624070,34970.762730619,21.8,HFOC
320941:7033,92:92,08/07/18 13:15:03,HLT_Mu7_IP4_part2_v2,36265.548721214,35448.206083551,21.8,HFOC
320941:7033,93:93,08/07/18 13:15:26,HLT_Mu7_IP4_part2_v2,36238.331197219,35420.234998053,21.7,HFOC
321009:7037,44:44,08/08/18 10:00:08,HLT_Mu7_IP4_part2_v2,39132.472836839,38166.491697241,23.5,HFOC
321009:7037,45:45,08/08/18 10:00:31,HLT_Mu7_IP4_part2_v2,39159.750802589,38182.353928002,23.5,HFOC
321009:7037,46:46,08/08/18 10:00:54,HLT_Mu7_IP4_part2_v2,39162.458062618,37644.391951999,23.5,HFOC
321009:7037,47:47,08/08/18 10:01:18,HLT_Mu7_IP4_part2_v2,39127.325406286,38152.766870045,23.5,HFOC
321009:7037,48:48,08/08/18 10:01:41,HLT_Mu7_IP4_part2_v2,39123.178326475,38156.017560536,23.5,HFOC
321009:7037,49:49,08/08/18 10:02:04,HLT_Mu7_IP4_part2_v2,38999.052668966,37977.390352297,23.4,HFOC
321009:7037,50:50,08/08/18 10:02:28,HLT_Mu7_IP4_part2_v2,38962.188124946,37997.490347149,23.4,HFOC
321009:7037,51:51,08/08/18 10:02:51,HLT_Mu7_IP4_part2_v2,38957.230158651,37999.878705824,23.4,HFOC
321009:7037,52:52,08/08/18 10:03:14,HLT_Mu7_IP4_part2_v2,38934.400538839,37981.645310952,23.4,HFOC
321009:7037,53:53,08/08/18 10:03:38,HLT_Mu7_IP4_part2_v2,38896.165615227,37939.267236788,23.3,HFOC
321009:7037,54:54,08/08/18 10:04:01,HLT_Mu7_IP4_part2_v2,38879.920809501,37929.021833649,23.3,HFOC
321009:7037,55:55,08/08/18 10:04:24,HLT_Mu7_IP4_part2_v2,38856.966075634,37906.929380726,23.3,HFOC
321009:7037,56:56,08/08/18 10:04:47,HLT_Mu7_IP4_part2_v2,38846.481520420,37896.344091677,23.3,HFOC
321009:7037,57:57,08/08/18 10:05:11,HLT_Mu7_IP4_part2_v2,38833.903391538,37884.000756042,23.3,HFOC
321009:7037,58:58,08/08/18 10:05:34,HLT_Mu7_IP4_part2_v2,38818.787734778,37318.950968961,23.3,HFOC
321009:7037,59:59,08/08/18 10:05:57,HLT_Mu7_IP4_part2_v2,38790.712924544,37842.838657387,23.3,HFOC
321009:7037,60:60,08/08/18 10:06:21,HLT_Mu7_IP4_part2_v2,38688.029054926,37738.572670455,23.2,HFOC
321009:7037,61:61,08/08/18 10:06:44,HLT_Mu7_IP4_part2_v2,38552.628399786,37616.347825152,23.1,HFOC
321009:7037,62:62,08/08/18 10:07:07,HLT_Mu7_IP4_part2_v2,38552.183789955,37608.956577512,23.1,HFOC
321009:7037,63:63,08/08/18 10:07:31,HLT_Mu7_IP4_part2_v2,38535.545674939,37590.346812549,23.1,HFOC
321009:7037,64:64,08/08/18 10:07:54,HLT_Mu7_IP4_part2_v2,38520.526268991,37580.075470474,23.1,HFOC
321009:7037,65:65,08/08/18 10:08:17,HLT_Mu7_IP4_part2_v2,38509.562794731,37568.795509954,23.1,HFOC
321009:7037,66:66,08/08/18 10:08:41,HLT_Mu7_IP4_part2_v2,38500.885704484,37567.659424817,23.1,HFOC
321009:7037,67:67,08/08/18 10:09:04,HLT_Mu7_IP4_part2_v2,38481.564774912,37543.502402586,23.1,HFOC
321009:7037,68:68,08/08/18 10:09:27,HLT_Mu7_IP4_part2_v2,38431.420577542,36906.097287001,23.1,HFOC
321009:7037,69:69,08/08/18 10:09:50,HLT_Mu7_IP4_part2_v2,38419.753482205,37482.783022874,23.1,HFOC
321009:7037,70:70,08/08/18 10:10:14,HLT_Mu7_IP4_part2_v2,38388.833406792,37453.760813110,23.0,HFOC
321009:7037,71:71,08/08/18 10:10:37,HLT_Mu7_IP4_part2_v2,38394.670866588,37461.262246564,23.0,HFOC
321009:7037,72:72,08/08/18 10:11:00,HLT_Mu7_IP4_part2_v2,38360.589608795,37424.306855290,23.0,HFOC
321009:7037,73:73,08/08/18 10:11:24,HLT_Mu7_IP4_part2_v2,38338.810095556,37408.238573547,23.0,HFOC
321009:7037,74:74,08/08/18 10:11:47,HLT_Mu7_IP4_part2_v2,38304.015144660,37372.305062744,23.0,HFOC
321009:7037,75:75,08/08/18 10:12:10,HLT_Mu7_IP4_part2_v2,38261.514220153,37336.168490195,23.0,HFOC
321009:7037,76:76,08/08/18 10:12:34,HLT_Mu7_IP4_part2_v2,38255.648448543,37323.629375377,23.0,HFOC
321009:7037,77:77,08/08/18 10:12:57,HLT_Mu7_IP4_part2_v2,38232.533571554,29827.727374289,22.9,HFOC
321010:7037,1:1,08/08/18 10:16:22,HLT_Mu7_IP4_part2_v2,37990.426821662,37000.629901824,22.8,HFOC
321010:7037,2:2,08/08/18 10:16:45,HLT_Mu7_IP4_part2_v2,37956.553812696,37050.346783901,22.8,HFOC
321010:7037,3:3,08/08/18 10:17:09,HLT_Mu7_IP4_part2_v2,37933.463534956,37030.427088735,22.8,HFOC
321010:7037,4:4,08/08/18 10:17:32,HLT_Mu7_IP4_part2_v2,37907.366628111,37001.861685996,22.7,HFOC
321010:7037,5:5,08/08/18 10:17:55,HLT_Mu7_IP4_part2_v2,37869.803892682,36965.745714052,22.7,HFOC
321010:7037,6:6,08/08/18 10:18:19,HLT_Mu7_IP4_part2_v2,37863.632062383,36963.752942154,22.7,HFOC
321010:7037,7:7,08/08/18 10:18:42,HLT_Mu7_IP4_part2_v2,37864.542537010,36960.993340154,22.7,HFOC
321010:7037,8:8,08/08/18 10:19:05,HLT_Mu7_IP4_part2_v2,37851.133739088,36946.620715090,22.7,HFOC
321010:7037,9:9,08/08/18 10:19:29,HLT_Mu7_IP4_part2_v2,37839.065543938,36942.162086731,22.7,HFOC
321010:7037,10:10,08/08/18 10:19:52,HLT_Mu7_IP4_part2_v2,37813.857468918,36341.224091396,22.7,HFOC
321010:7037,11:11,08/08/18 10:20:15,HLT_Mu7_IP4_part2_v2,37795.187991832,36895.807651148,22.7,HFOC
321010:7037,12:12,08/08/18 10:20:38,HLT_Mu7_IP4_part2_v2,37759.926758398,36863.156289192,22.7,HFOC
321010:7037,13:13,08/08/18 10:21:02,HLT_Mu7_IP4_part2_v2,37721.214626950,36825.185649125,22.6,HFOC
321010:7037,14:14,08/08/18 10:21:25,HLT_Mu7_IP4_part2_v2,37697.050401115,36801.339456856,22.6,HFOC
321010:7037,15:15,08/08/18 10:21:48,HLT_Mu7_IP4_part2_v2,37666.922436853,36237.528496821,22.6,HFOC
321010:7037,16:16,08/08/18 10:22:12,HLT_Mu7_IP4_part2_v2,37648.220358599,36758.212250369,22.6,HFOC
321010:7037,17:17,08/08/18 10:22:35,HLT_Mu7_IP4_part2_v2,37635.150204400,36745.540045562,22.6,HFOC
321010:7037,18:18,08/08/18 10:22:58,HLT_Mu7_IP4_part2_v2,37589.858261499,36694.029765502,22.6,HFOC
321010:7037,19:19,08/08/18 10:23:22,HLT_Mu7_IP4_part2_v2,37559.203131266,36669.822534745,22.5,HFOC
321010:7037,20:20,08/08/18 10:23:45,HLT_Mu7_IP4_part2_v2,37538.832622223,36649.065701660,22.5,HFOC
321010:7037,21:21,08/08/18 10:24:08,HLT_Mu7_IP4_part2_v2,37514.764130943,36624.447767298,22.5,HFOC
321010:7037,22:22,08/08/18 10:24:32,HLT_Mu7_IP4_part2_v2,37466.302960279,36581.311905116,22.5,HFOC
321010:7037,23:23,08/08/18 10:24:55,HLT_Mu7_IP4_part2_v2,37422.986536308,12617.150180740,22.5,HFOC
321010:7037,24:24,08/08/18 10:25:18,HLT_Mu7_IP4_part2_v2,37389.742125120,33330.314640956,22.4,HFOC
321010:7037,25:25,08/08/18 10:25:42,HLT_Mu7_IP4_part2_v2,37356.583916505,36477.609683915,22.4,HFOC
321010:7037,26:26,08/08/18 10:26:05,HLT_Mu7_IP4_part2_v2,37345.396469610,36465.826338957,22.4,HFOC
321010:7037,27:27,08/08/18 10:26:28,HLT_Mu7_IP4_part2_v2,37328.519464952,36453.348107973,22.4,HFOC
321010:7037,28:28,08/08/18 10:26:51,HLT_Mu7_IP4_part2_v2,37321.317107144,36441.159715297,22.4,HFOC
321010:7037,29:29,08/08/18 10:27:15,HLT_Mu7_IP4_part2_v2,37302.949821194,36426.546969413,22.4,HFOC
321010:7037,30:30,08/08/18 10:27:38,HLT_Mu7_IP4_part2_v2,37287.843251079,36410.551542733,22.4,HFOC
321010:7037,31:31,08/08/18 10:28:01,HLT_Mu7_IP4_part2_v2,37256.802599951,36381.194715519,22.4,HFOC
321010:7037,32:32,08/08/18 10:28:25,HLT_Mu7_IP4_part2_v2,37256.052166850,36382.856216516,22.4,HFOC
321010:7037,33:33,08/08/18 10:28:48,HLT_Mu7_IP4_part2_v2,37243.391095539,35850.180563669,22.3,HFOC
321010:7037,34:34,08/08/18 10:29:11,HLT_Mu7_IP4_part2_v2,37216.580458270,35809.925314776,22.3,HFOC
321010:7037,35:35,08/08/18 10:29:35,HLT_Mu7_IP4_part2_v2,37189.401790069,28344.532934661,22.3,HFOC
321010:7037,36:36,08/08/18 10:29:58,HLT_Mu7_IP4_part2_v2,37177.520499062,28736.857815447,22.3,HFOC
321010:7037,37:37,08/08/18 10:30:21,HLT_Mu7_IP4_part2_v2,37162.757669923,36280.353111075,22.3,HFOC
321010:7037,38:38,08/08/18 10:30:44,HLT_Mu7_IP4_part2_v2,37112.040445877,36238.610912042,22.3,HFOC
321010:7037,39:39,08/08/18 10:31:08,HLT_Mu7_IP4_part2_v2,37085.529541989,36209.701729548,22.3,HFOC
321010:7037,40:40,08/08/18 10:31:31,HLT_Mu7_IP4_part2_v2,37074.139442211,36202.232463073,22.2,HFOC
321010:7037,41:41,08/08/18 10:31:54,HLT_Mu7_IP4_part2_v2,37011.655812179,36141.671674388,22.2,HFOC
321010:7037,42:42,08/08/18 10:32:18,HLT_Mu7_IP4_part2_v2,37026.501040294,36163.503238416,22.2,HFOC
321010:7037,43:43,08/08/18 10:32:41,HLT_Mu7_IP4_part2_v2,37014.169221570,36150.345791350,22.2,HFOC
321010:7037,44:44,08/08/18 10:33:04,HLT_Mu7_IP4_part2_v2,37006.613135157,36142.767875763,22.2,HFOC
321010:7037,45:45,08/08/18 10:33:28,HLT_Mu7_IP4_part2_v2,36973.250599511,36104.268068831,22.2,HFOC
321010:7037,46:46,08/08/18 10:33:51,HLT_Mu7_IP4_part2_v2,36941.852601764,35565.238292054,22.2,HFOC
321010:7037,47:47,08/08/18 10:34:14,HLT_Mu7_IP4_part2_v2,36911.531737338,36052.603568201,22.1,HFOC
321010:7037,48:48,08/08/18 10:34:38,HLT_Mu7_IP4_part2_v2,36891.435875099,36031.099553000,22.1,HFOC
321010:7037,49:49,08/08/18 10:35:01,HLT_Mu7_IP4_part2_v2,36863.459772805,36008.266655071,22.1,HFOC
321010:7037,50:50,08/08/18 10:35:24,HLT_Mu7_IP4_part2_v2,36817.256712410,35964.263574171,22.1,HFOC
321010:7037,51:51,08/08/18 10:35:48,HLT_Mu7_IP4_part2_v2,36780.583125715,35925.519825433,22.1,HFOC
321010:7037,52:52,08/08/18 10:36:11,HLT_Mu7_IP4_part2_v2,36738.408227497,35881.205864118,22.0,HFOC
321010:7037,53:53,08/08/18 10:36:34,HLT_Mu7_IP4_part2_v2,36709.881924394,35853.926307804,22.0,HFOC
321010:7037,54:54,08/08/18 10:36:57,HLT_Mu7_IP4_part2_v2,36735.821516734,35880.572284496,22.0,HFOC
